continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
1,0,0,0,1315,1999,3,21691.27,3,1,0
1,0,1,0,4422,2013,4,89421.2,3,1,1
2,3,0,0,1255,2005,4,105691.4,3,1,1
1,3,1,0,755,1912,3,77724.8,3,1,0
1,0,0,0,1824,1939,4,88678.65,3,1,1
1,0,1,0,3764,1911,4,61119.96,3,1,0
1,3,1,0,19230,2010,1,89027.32,3,1,0
1,0,1,0,1295,1998,2,31706.19,3,1,1
1,0,0,1,819,1997,3,85598.66,3,1,0
1,0,1,0,4091,1909,2,121202.42,3,0,0
1,3,1,0,3840,2007,3,98275.01,3,0,0
1,0,0,0,344,1996,3,21455.51,3,1,0
1,0,1,0,1732,1998,2,68763.28,3,1,0
1,3,1,0,1980,1995,3,63845.36,3,1,0
2,1,1,0,927,1894,4,41512.53,3,1,0
1,3,1,0,4120,2008,1,43412.68,3,1,0
1,0,0,1,2585,1886,1,88224.01,3,1,1
1,3,1,0,1148,2010,2,10194.35,3,1,0
1,3,0,0,317150,2001,3,9580.71,3,1,0
2,0,0,0,2836,2002,3,82560.28,3,1,0
2,1,0,0,1306,1864,2,55.7084,0,1,0
1,0,1,0,317,2013,2,55888.1,3,1,1
1,3,0,0,2835,2003,3,109765.53,3,0,0
1,3,1,0,3924,1991,3,58411.82,3,1,0
1,0,0,0,391,1969,4,72497.3,3,1,0
1,3,1,0,439,2000,1,171777.29,3,1,0
1,3,0,1,1910,1998,4,155887.18,3,1,0
1,3,1,0,4522,2009,2,4978.95,3,1,0
1,0,1,1,1652,2012,3,4877.78,3,1,1
1,3,1,0,133132,1855,2,120324.27,3,1,0
1,0,1,0,3235,1872,1,107563.55,3,1,0
1,3,0,0,1869,1958,4,40338.72,3,1,0
1,3,1,0,1161,2010,2,358.263,0,1,0
1,1,0,0,1171,1920,1,83189.16,3,1,0
1,3,1,0,4152,1891,4,101.71,0,1,0
1,3,0,0,209,1993,2,182853.58,3,1,1
2,0,0,0,4334,2012,2,25997.89,3,1,0
1,3,1,1,2788,1889,0,109337.92,3,1,0
2,0,1,0,4711,2007,4,47353.13,3,1,1
3,3,1,0,2147,2011,1,148755.52,3,1,0
2,0,0,0,2674,1854,4,57862.23,3,1,1
3,1,0,1,4507,1954,2,106203.55,3,1,0
1,2,0,0,1999,1919,3,43084.33,3,1,1
3,3,1,0,3639,2006,1,42138.36,3,1,0
1,3,1,0,636,2006,1,135054.41,3,1,0
3,3,1,0,1502,1977,2,31074.24,3,1,0
1,2,0,0,1341,2009,4,458.5898,0,1,1
2,0,1,1,2030,1997,3,222276.55,3,1,0
1,0,0,0,242,1962,1,48729.55,3,1,1
1,3,1,0,4222,1885,4,49074.18,3,1,0
3,3,0,0,593,1838,4,167.9464,0,1,1
1,2,1,0,3690,1989,2,10886.32,3,1,1
1,0,1,0,653,1911,4,35005.09,3,1,0
1,3,0,0,2237,1989,1,106140.97,3,1,0
1,0,0,1,764,2002,2,77558.24,3,1,0
3,0,1,0,836,2003,2,23637.85,3,1,0
1,0,1,0,1642,1996,2,149550.35,3,1,0
2,0,1,1,3181,1945,4,72488.92,3,1,0
1,0,1,0,4984,2010,2,165751.92,3,1,1
1,3,1,0,2861,2014,4,52770.54,3,1,0
0,3,1,0,118278,1975,4,82761.01,3,1,0
1,0,1,0,236,1998,2,43351.06,3,1,1
1,1,0,0,3361,2003,3,369.6246,0,1,0
1,3,0,0,14581,1975,4,33269.74,3,1,1
2,2,1,0,4490,1979,4,19992.12,3,1,1
1,3,1,0,673,2006,1,99938.21,3,1,0
1,0,1,0,4389,1855,1,67132.25,3,1,0
1,0,0,0,4929,1988,3,73837.3,3,1,1
3,3,0,0,3018,1950,1,589.9443,0,1,1
2,0,0,1,4823,1985,2,30770.16,3,1,0
3,0,1,0,1062,1980,1,8932.55,3,1,0
3,3,0,0,866,2010,3,40224.34,3,1,0
1,3,0,0,725,2005,3,22518.04,3,1,0
2,3,0,0,81,1982,4,100195.89,3,1,0
2,3,1,0,1599,1819,4,78197.33,3,1,0
3,0,0,0,2206,2004,3,91714.57,3,0,1
2,1,1,0,4249,2014,2,12299.95,3,1,0
1,2,1,0,1798,1993,3,76845.5,3,1,1
1,0,1,0,1586,1954,2,31054.87,3,1,1
1,3,1,0,3785,1838,3,155577.64,3,0,0
3,0,0,0,5227,1817,2,102.94,0,1,1
1,1,1,0,2079,1977,3,20193.89,3,1,0
1,2,1,0,1717,1991,3,227.7353,0,1,1
2,3,0,0,1260,1977,2,125796.3,3,0,0
1,3,1,0,1773,2014,1,31753.57,3,1,0
2,3,0,0,904,1979,2,586.7939,0,1,1
1,0,1,0,2629,1998,2,40864.73,3,1,0
1,3,1,1,653,1939,2,35054.7,3,1,0
1,1,0,0,3433,1982,2,105802.25,3,1,0
1,0,0,0,3963,1988,2,72290.58,3,0,1
1,0,0,0,4152,1978,4,69518.9,3,1,0
1,0,0,1,280,1975,4,1066.19,3,1,0
1,3,1,0,2473,1999,4,104312.06,3,1,0
1,1,0,1,2854,1895,1,112127.47,3,1,0
1,2,1,0,5369,1999,2,50202.73,3,1,1
3,0,0,0,2979,1998,2,86665.46,3,0,1
1,3,1,0,2748,1941,4,15335.44,3,1,0
1,3,0,0,2453,1997,3,88831.1,3,1,1
3,3,1,0,2996,1994,4,105024.69,3,1,1
5,0,1,0,1302,1973,3,367.6747,0,1,1
2,3,1,0,5405,1999,2,93747.83,3,0,0
1,0,1,0,1841,2003,2,771.2467,0,1,1
1,0,0,0,1596,2005,1,119308.95,3,1,0
1,2,1,0,59391,1998,3,108447.77,3,1,1
2,1,0,0,4081,1970,4,50577.52,3,1,0
1,3,0,0,1123,2009,3,104.85,0,1,1
2,3,1,1,2543,1979,4,44082.61,3,1,0
1,0,0,0,3571,2004,1,60766.49,3,1,0
1,3,1,0,4330,2011,4,51035.33,3,1,0
1,3,1,0,621,1985,1,100448.17,3,1,0
1,3,0,0,2058,1855,3,125473.59,3,1,1
1,0,1,0,4682,2005,4,48990.93,3,1,0
2,1,0,0,2036,2013,4,115933.41,3,1,0
3,0,0,0,3048,2006,4,114991.22,3,1,1
3,0,0,1,4941,2007,3,115.78,0,1,1
1,3,1,0,2387,2007,1,19467.21,3,1,0
3,0,0,0,3581,2009,4,8431.26,3,1,0
2,3,0,0,1016,1992,3,68818.62,3,1,0
1,2,1,0,3763,2004,4,157559.04,3,1,1
2,0,1,0,1566,2006,4,12956.83,3,1,0
0,3,0,0,2570,1973,3,133552.89,3,1,0
1,0,0,0,4498,2008,3,273009.56,3,1,0
1,3,0,0,3365,1995,2,89880.37,3,0,1
5,0,0,0,1756,1991,3,546.5987,0,1,0
3,3,0,0,4349,1986,2,893.756,0,1,0
1,0,1,0,2421,1998,3,51327.8,3,1,0
1,0,0,0,1491,2001,3,948.0337,0,1,1
1,0,0,0,1362,2002,4,74251.37,3,1,1
2,0,1,0,522,1999,3,99323.3,3,0,0
1,0,0,1,179,2010,3,85510.91,3,1,0
1,3,1,0,5956,2006,1,131765.12,3,0,1
1,3,1,0,1834,1995,3,832.6108,0,1,0
1,3,1,0,1605,2012,2,38500.66,3,1,0
1,0,0,0,2393,1982,2,66989.76,3,0,1
1,0,1,0,899,1994,4,30271.57,3,1,0
1,0,1,0,28,2002,4,25809.59,3,1,1
1,3,0,0,579004,1969,3,103507.01,3,0,0
1,3,1,0,4335,2015,4,88641.0,3,1,0
3,3,1,0,6170,1997,2,36051.4,3,1,0
0,2,1,0,772,1986,2,52696.67,3,1,1
2,0,1,0,1479,1949,3,73.924,0,1,1
1,3,0,0,127,1902,3,118955.57,3,0,0
1,3,0,0,796,1906,2,84587.92,3,1,0
1,0,1,0,2812,1979,3,15685.78,3,1,0
2,1,1,0,751,1977,1,26434.64,3,1,0
2,3,0,0,3431,1912,4,53512.88,3,1,1
3,3,0,0,1649,1981,4,519.1258,0,1,1
1,0,1,0,1843,1997,2,36948.39,3,1,0
2,1,0,0,1760,2001,2,55614.04,3,1,0
0,3,0,1,9151,1895,3,80026.48,3,1,0
2,1,1,0,907,1970,3,61999.27,3,1,0
2,2,1,1,1065,2007,3,103429.27,3,1,1
1,3,1,0,1830,2013,1,83343.92,3,1,0
1,2,1,0,27863,2006,3,72162.14,3,1,1
5,0,1,1,161,1957,2,116.0,0,1,1
5,1,1,1,2339,2008,3,95988.21,3,1,0
1,0,0,0,892,1987,1,129640.76,3,1,0
2,3,1,0,735,2005,2,19960.61,3,1,0
1,3,0,0,37938,2013,4,27684.86,3,1,0
1,2,1,0,40331,1968,3,92949.13,3,1,1
4,0,1,0,2244,1994,3,86803.98,3,0,0
1,0,1,0,718,1968,4,82023.65,3,1,1
3,0,1,0,18109,1819,0,122896.09,3,1,1
1,3,0,0,2116,2005,3,60862.94,3,1,0
2,3,1,0,3481,2005,4,118633.87,3,1,0
1,3,1,0,3519,2004,4,7315.4,3,1,0
0,3,1,0,5000,1962,1,86197.96,3,1,0
1,0,1,0,3750,1997,2,29544.2,3,1,0
1,2,0,0,3130,1999,4,43496.59,3,1,1
5,3,1,1,386,1999,2,11452.73,3,1,1
3,0,1,0,108596,2009,3,76800.44,3,1,0
1,3,0,0,534,2012,3,135067.59,3,0,0
3,3,1,0,13790,1998,2,17856.49,3,1,0
1,0,0,0,1838,2005,4,115373.64,3,1,0
1,3,1,0,3098,1994,1,29442.45,3,1,0
1,0,0,0,4926,2008,3,41642.75,3,1,1
1,3,0,0,3494,1925,1,84737.11,3,1,1
1,3,1,0,2680,1892,3,468.4167,0,1,0
1,3,0,0,2080,2004,1,135248.19,3,1,0
1,3,0,0,2771,1961,2,128983.47,3,0,0
1,0,1,0,739,1810,1,204806.0,3,1,0
2,3,1,0,2083,2005,1,97825.11,3,1,0
1,3,1,0,1838,1917,2,238662.95,3,1,0
1,0,1,0,2064,1847,3,189.0481,0,1,1
1,3,0,0,3292,2005,1,99628.93,3,1,0
2,2,0,0,2863,1981,4,16202.09,3,1,1
1,2,1,0,827,1956,3,62752.72,3,1,1
1,0,0,0,3924,2004,4,52687.18,3,1,1
2,1,0,1,2831,2008,3,2352.15,3,1,0
2,0,0,0,3350,2008,2,127065.45,3,1,0
1,2,0,0,3190,2012,4,58762.91,3,1,1
1,0,1,0,1771,1934,2,49262.75,3,1,0
1,3,0,0,585,1986,1,156304.54,3,1,0
1,3,0,0,1703,2003,1,122260.05,3,1,0
2,1,0,0,4595,1999,2,17176.81,3,1,0
3,3,0,0,945,2002,2,198044.04,3,0,0
3,3,1,0,3529,2001,4,39639.59,3,1,0
1,3,1,0,3314,1999,1,113990.77,3,1,0
1,2,1,0,4446,2000,2,57966.03,3,1,1
3,0,1,0,662,1999,2,129670.44,3,1,1
5,3,1,0,298,1973,4,14482.79,3,1,0
1,3,0,0,1063,1985,4,212575.95,3,1,1
3,3,1,0,4885,2000,4,61184.07,3,1,1
1,0,1,0,4720,2000,4,89685.09,3,1,0
1,0,0,0,376,1959,3,127491.16,3,0,0
1,3,0,1,2373,2006,4,3567.48,3,1,0
2,2,1,0,3255,1869,4,49322.27,3,1,1
1,3,0,1,1680,1991,4,102710.73,3,1,0
1,0,1,0,19526,1998,3,18133.73,3,1,1
2,1,0,0,1163,1968,3,4639.64,3,1,0
0,3,0,0,155,2001,4,9448.28,3,1,0
1,3,1,0,6394,1979,2,43370.89,3,1,0
3,0,1,0,313,2004,2,14292.34,3,1,0
1,0,1,1,666,2010,4,40358.96,3,1,0
1,0,0,1,3222,2000,3,144728.15,3,1,0
1,0,1,0,2890,1984,3,18754.88,3,1,0
0,3,0,0,4779,2006,4,70506.16,3,1,0
1,0,1,0,3100,1997,1,58574.89,3,0,0
1,0,1,0,791,1838,4,60113.44,3,1,1
3,0,1,0,796,1938,3,689.3365,0,1,1
3,0,1,0,70050,1867,3,68174.39,3,1,1
1,0,1,0,3051,2001,4,63904.2,3,1,0
0,3,1,0,4103,2005,3,99127.74,3,1,0
5,0,0,0,2512,2010,1,86152.4,3,1,0
1,3,1,0,3910,2006,2,100909.11,3,1,0
2,0,0,0,2629,2004,4,105823.23,3,1,0
3,3,0,0,14360,1987,0,133404.82,3,1,1
1,1,1,1,179,1872,2,24598.08,3,1,0
3,0,0,0,171,2004,3,158041.96,3,1,1
1,0,1,0,1453,1976,4,165365.56,3,1,1
2,3,1,0,5686,1989,2,39734.5,3,1,0
1,3,1,0,1246,2011,3,87639.63,3,1,0
1,0,1,0,2458,2010,3,22812.27,3,1,0
3,3,0,0,618,1945,3,65971.41,2,1,1
1,3,1,0,1925,1972,3,111123.75,3,1,0
1,3,0,0,2754,1997,3,121213.05,3,1,0
1,3,1,0,4779,1997,3,171128.69,3,0,0
2,3,0,0,1993,2008,1,55665.53,3,1,0
0,0,1,0,1605,1947,2,208169.03,3,1,1
1,0,1,0,735,2007,2,78248.32,3,1,0
1,2,1,0,988,1963,3,120960.98,3,1,1
3,2,0,1,1832,1855,1,120253.81,3,1,1
5,0,0,0,1900,2001,3,112556.69,3,1,1
3,2,1,0,5990,2006,4,87312.49,3,1,1
1,3,0,0,1447,1999,4,212950.63,3,0,0
1,3,1,0,1764,2010,3,60119.93,3,1,0
2,3,0,0,4106,1902,3,126.28,3,1,0
3,0,1,0,2683,2007,2,98593.73,3,1,1
2,3,1,0,1101,1996,3,52128.46,3,1,0
1,2,0,0,1193,2003,1,111.42,0,1,1
3,2,0,0,216,1999,3,110160.2,3,1,1
1,3,0,0,864,1938,1,86027.83,3,1,0
1,2,1,0,1616,1980,1,45737.12,3,1,1
1,1,1,0,587,2005,3,129094.64,3,1,0
1,3,0,1,2456,2006,3,60876.93,3,1,0
1,3,1,0,2840,2012,1,54359.19,3,1,0
2,2,1,0,511,1990,4,35831.63,3,1,1
1,0,0,1,2090,2011,3,109495.97,3,1,0
1,3,1,0,2893,2007,2,79006.3,3,1,0
0,3,1,0,1213,1998,4,40071.91,3,1,0
1,3,1,0,1297,2008,3,147447.95,3,1,0
2,1,1,0,3381,1997,4,92923.02,3,1,0
0,0,0,1,2489,1998,2,23166.97,3,1,1
1,2,0,0,2121,1838,3,113239.94,3,1,1
1,0,0,0,1357,1984,2,839.9962,0,1,1
1,3,0,0,2635,1963,2,126258.45,3,1,1
1,0,0,1,3578,2013,3,83708.98,3,1,0
3,1,1,0,4918,1971,4,4655.69,3,1,0
3,3,1,0,5735,2003,4,861.22,3,0,1
1,3,0,0,327,2003,3,88255.78,3,1,1
1,3,1,0,145671,1977,2,38734.3,3,1,0
2,1,1,0,1503,1887,2,99964.36,3,1,0
1,2,1,0,454,1990,4,24356.17,3,1,1
1,0,0,1,420,1948,3,90866.89,3,1,0
1,0,0,0,4138,1990,4,104054.92,3,1,0
5,0,0,0,418,1997,4,621.3853,0,1,1
1,0,1,0,6272,1975,2,125311.45,3,1,0
1,0,1,1,2425,1972,3,157482.58,3,1,0
2,3,1,0,4395,2005,2,35424.19,3,1,0
2,0,0,0,1000,1998,4,49434.03,3,1,0
1,0,0,0,82,2001,4,61386.2,3,1,0
1,2,1,1,3755,2011,2,72124.54,3,1,1
1,1,0,1,1405,2010,3,110302.99,3,1,0
0,3,0,0,2827,1997,2,127564.06,3,1,0
1,2,1,0,1242,2005,1,42543.51,3,1,1
3,3,1,0,1945,2002,2,516.5716,0,1,1
3,0,0,0,3308,1978,4,39473.02,3,1,1
3,2,0,1,2061,1999,1,78967.52,3,1,1
1,1,1,0,4657,2008,3,59037.73,3,1,0
2,1,1,0,4970,1996,2,10517.0,3,1,0
1,3,0,0,872,1900,4,51836.04,3,1,1
1,0,1,0,5902,2005,1,105861.03,3,1,0
1,0,1,0,18958,2009,1,85241.06,3,1,1
1,2,1,0,1335,1948,4,45422.18,3,1,1
1,0,1,0,307,1989,3,84377.19,3,1,1
1,0,0,1,616,1998,4,117580.38,3,1,0
1,2,1,0,2863,1928,4,77733.46,3,1,1
1,0,1,0,5810,2003,1,35439.69,3,1,1
1,0,0,0,3337,1976,3,47834.4,3,1,0
1,2,1,0,1449,1960,4,78652.22,3,1,1
1,3,1,0,1454,2013,1,137109.86,3,1,0
1,0,0,0,1687,1952,1,43940.9,3,1,0
3,0,0,0,1450,1998,2,52711.07,3,1,0
1,0,1,0,739,1958,4,219.92,3,1,1
3,0,1,0,2708,1954,2,34199.83,3,1,1
3,0,1,0,104636,1995,2,54337.0,3,1,1
3,3,1,0,2193,1969,2,66487.69,2,1,1
2,1,1,0,5450,2008,4,4198.14,3,1,0
0,0,1,0,84074,2008,2,115732.03,3,1,0
1,3,0,0,3208,2001,3,81536.29,3,1,0
1,1,1,1,2512,1840,2,53071.75,3,1,0
1,3,1,0,1192,1875,1,142491.62,3,1,0
1,2,1,0,-14,1999,3,27599.35,3,1,1
1,2,1,0,3705,2002,1,119525.69,3,1,1
2,3,1,0,4266,2006,4,21499.29,3,1,0
1,0,1,0,9985,1986,4,87194.72,3,1,0
1,3,1,0,1062,1997,2,79862.85,3,1,0
1,3,0,0,3516,2008,1,51497.37,3,1,0
1,3,1,0,3138,2001,2,76148.96,3,1,0
1,3,1,0,1960,1847,4,50872.54,3,1,0
1,0,1,0,646,1883,3,63766.42,3,1,1
1,3,0,0,1974,1979,1,143838.08,3,1,0
1,3,1,0,3840,1986,1,44684.84,3,0,1
1,0,1,0,2489,1993,4,67609.99,3,0,0
1,0,0,0,2419,2007,3,993.9033,0,1,1
1,3,1,1,3148,1987,4,105742.39,3,1,0
1,2,1,0,2090,1975,1,82741.89,3,1,1
3,3,1,0,621,1976,2,39526.46,3,0,0
3,0,1,0,90532,1948,2,89731.56,2,1,0
1,0,1,0,47,2010,3,56241.2,3,1,0
3,0,0,0,341,1998,4,73116.14,3,1,0
1,2,0,1,852,1999,3,111233.22,3,1,1
2,0,1,1,2066,2004,4,9668.72,3,1,0
1,3,0,0,163,2010,3,127480.33,3,1,0
1,2,1,0,1845,2009,3,170636.06,3,1,1
1,0,1,0,222,1971,2,54599.61,3,1,0
1,2,0,0,904,2001,3,85432.58,3,1,1
4,0,0,0,1151,1876,2,127671.84,3,1,1
1,3,1,0,2372,2005,2,102686.23,3,1,0
1,0,0,0,1487,1928,2,67602.95,3,1,0
2,2,1,0,4403,1925,2,119133.21,3,1,1
1,3,0,0,3251,2007,2,69089.42,3,0,1
1,2,1,1,2171,1950,2,125325.51,3,1,1
1,0,1,0,2970,1998,2,10551.83,3,1,1
1,0,0,0,2206,1940,4,130837.35,3,1,1
1,3,1,0,3536,1989,2,1088.02,3,1,0
0,2,0,0,669,1980,2,74479.53,3,0,1
1,0,0,0,1237,2000,2,111097.65,3,1,0
2,3,1,0,5273,1999,2,11221.77,3,1,0
1,3,1,0,6237,2008,2,54822.52,3,1,0
1,3,0,1,3376,2007,1,78957.0,3,1,1
1,3,0,0,1381,1998,1,75021.96,3,1,0
1,0,0,0,75,1847,2,128220.69,3,1,0
1,3,0,0,2558,1896,3,22093.61,3,1,1
5,3,1,0,2498,2012,4,43677.94,3,0,0
3,0,1,0,3349,2008,4,154827.25,3,1,0
1,2,1,0,3441,1997,2,16853.64,3,1,1
3,2,0,0,1474,1893,0,203.6589,0,1,1
1,3,0,0,1022,2000,1,133640.78,3,1,0
1,2,1,0,2737,2000,1,5327.35,3,1,1
0,0,1,0,2779,1981,1,52914.09,3,1,0
1,3,1,0,101941,1975,2,80889.54,3,1,0
1,3,0,0,921,2002,1,71738.38,3,1,0
1,0,1,0,3847,1992,3,62004.61,3,1,0
1,3,1,0,4472,1954,2,160209.27,3,1,0
1,0,0,1,558,1873,3,95668.77,3,1,0
1,3,0,0,1392,1875,4,57734.52,3,0,1
1,0,0,0,539,2014,2,831.07,0,1,1
1,3,1,0,67,2008,1,107029.62,3,1,0
1,0,0,0,626,2007,2,158.97,0,1,0
2,0,1,0,2166,1954,2,56970.61,3,1,0
2,1,1,0,642,2010,4,156433.36,3,1,0
2,0,0,0,1901,1982,3,711.403,0,1,1
3,0,0,0,704,1972,0,107714.3,3,1,0
1,0,1,0,3874,1997,2,49510.92,3,1,1
2,0,1,0,2134,2012,3,20422.41,3,1,0
3,0,0,0,1599,1993,2,93.7639,0,1,0
5,3,1,0,3042,2008,3,66.3423,0,1,1
1,0,0,1,597,1999,4,96539.14,3,1,0
1,0,1,0,3432,2007,1,120549.45,3,1,0
1,0,1,0,1536,1865,4,56938.64,3,1,1
1,3,1,0,2478,2004,3,16460.49,3,1,0
1,0,1,0,1116,1998,3,18821.35,3,1,1
3,3,1,0,911,1998,3,47624.29,3,1,0
2,1,0,0,433,1978,2,22053.1,3,1,0
1,3,1,0,732,1937,2,53552.67,3,0,0
1,3,1,0,2048,1993,4,55348.25,3,1,0
5,3,1,0,881,1977,4,98341.47,3,1,1
3,3,1,0,3641,1998,2,11641.2,3,1,1
1,1,0,0,2325,1986,3,86247.91,3,1,0
1,2,1,0,918,1987,3,626.7561,0,1,1
2,0,1,0,197,1998,2,1006.15,3,1,0
3,3,1,0,66,2011,1,253698.68,3,1,0
1,0,1,0,59,2001,2,46057.7,3,1,1
1,3,1,1,304,2001,2,56556.04,3,1,0
1,0,0,0,2664,2010,3,27639.44,3,1,1
1,0,0,0,359,2003,2,54189.62,3,1,0
1,3,1,0,3623,2005,4,21186.62,3,1,0
1,0,0,1,1981,1946,3,86679.11,3,1,0
1,0,0,0,206,2008,1,263466.82,3,1,0
1,0,1,0,913,1987,2,552.3862,0,1,1
2,0,1,0,419,1846,3,49353.03,3,1,0
2,1,0,0,1187,1977,4,73844.94,3,1,0
1,3,1,0,645,2007,2,57470.1,3,0,0
1,3,0,0,861,1920,1,37379.32,3,1,0
1,0,0,1,3095,2000,3,135407.89,3,1,1
1,3,1,0,6123,1974,3,35824.88,3,1,0
2,0,0,0,5422,2012,3,88949.09,3,1,1
1,0,0,0,102,1947,2,45996.16,3,1,1
1,0,1,0,83,1999,1,99808.76,3,1,1
1,0,0,0,3147,1898,2,82057.87,3,1,1
3,0,0,0,3070,1873,2,418.4248,0,1,0
2,2,0,1,111,1998,3,9731.67,3,1,1
3,0,1,0,3341,2000,4,21557.85,3,1,0
1,2,1,0,4558,1965,1,45377.81,3,1,1
3,1,1,0,2120,2005,2,33481.37,3,1,0
1,1,1,1,2495,1997,3,218318.76,3,1,0
1,1,0,1,1731,2013,4,96488.7,3,1,0
2,1,0,0,850,1994,1,93337.49,3,1,0
2,1,1,0,818,1947,3,87635.03,3,1,0
1,0,1,0,777,1954,3,8290.07,3,1,0
1,0,1,0,2961,1933,3,45.9405,0,1,1
1,2,1,0,583,2011,1,161659.69,3,1,1
1,0,1,0,4707,2007,4,50826.91,3,1,0
1,3,0,0,2372,1896,2,112548.94,3,0,0
1,0,1,0,426,1992,4,200232.3,3,1,1
1,3,0,0,1624,1988,4,46037.92,3,0,0
1,3,0,0,4220,1989,3,167363.39,3,0,0
1,0,1,0,9268,2003,4,31416.69,3,1,1
1,2,1,0,730,2004,1,94754.87,3,1,1
1,3,0,0,1566,2009,4,76941.3,3,0,0
1,3,0,0,786,2013,1,123175.08,3,1,1
1,2,1,0,304,2004,2,110256.81,3,1,1
1,2,1,0,248,2000,3,105995.03,3,0,1
2,0,0,0,3098,1977,2,1515.79,3,1,1
1,2,1,0,871,2005,3,84151.42,3,1,1
1,2,1,0,5749,1997,2,46591.17,3,1,1
1,3,1,0,153,1981,1,144342.21,3,1,0
1,0,0,1,445,1964,4,19544.25,3,1,0
2,1,0,0,1971,2001,3,81660.94,3,1,0
0,3,0,0,1231,1999,3,357.8213,0,1,0
0,0,0,0,451,2000,3,66.1509,0,1,0
1,0,1,0,2774,2006,3,6001.7,3,1,0
1,0,1,0,5766,2010,4,427.14,3,1,0
3,0,1,0,1928,2011,3,81146.02,3,1,0
3,3,1,0,3386,1875,1,80430.01,3,1,0
1,3,1,0,467,1953,1,70772.67,3,1,0
1,0,1,0,3419,2012,4,109115.07,3,1,1
1,1,0,0,2035,1987,3,50.2928,0,1,0
1,1,0,0,2553,1915,4,75599.62,3,1,0
1,0,0,0,5053,1998,4,280175.95,2,1,0
1,3,0,0,2517,1958,2,113596.11,3,0,0
1,3,0,0,370,2010,2,82942.72,3,1,1
3,3,0,0,2782,2007,3,94083.76,3,1,0
0,3,1,0,775,1951,2,80043.94,3,1,0
1,3,1,0,2536,1957,3,121205.71,3,0,0
1,3,1,0,1053,1967,3,105539.75,3,1,0
1,0,1,0,1428,2010,2,77252.41,3,1,1
1,0,0,0,892,2009,2,962.4853,0,1,1
1,3,1,0,3840,2005,1,108306.06,3,1,0
1,3,0,0,1850,2005,1,204380.65,3,0,1
1,3,1,0,1616,2009,2,43185.6,3,1,0
2,1,1,0,2800,2005,2,25145.54,3,1,0
5,0,0,0,1904,2003,4,105575.01,3,1,0
2,3,1,0,474,2010,2,58633.99,3,1,0
2,0,1,0,1580,1998,4,248668.8,3,1,0
1,3,0,0,1454,1909,1,66669.92,3,1,0
3,3,1,0,1220,1999,3,82367.6,3,1,0
3,3,1,0,3916,2003,4,31484.12,3,1,0
1,2,1,0,175,2003,2,67010.19,3,1,1
3,3,1,0,2527,2002,3,99330.82,3,0,1
1,0,0,0,1538,1969,4,80496.17,3,1,1
1,3,1,0,1624,1989,1,637.4783,0,1,0
1,0,1,0,1526,2013,4,7857.19,3,1,0
1,2,0,0,2478,1953,2,846.9207,0,1,1
3,0,1,0,3631,2011,3,661.0799,0,1,0
2,2,0,0,1061,1855,3,84452.71,3,1,1
2,0,1,0,1065,1954,4,125655.65,3,1,1
1,0,1,0,1549,2006,2,84330.65,3,1,0
5,3,0,0,4988,1969,0,112883.48,3,1,0
3,3,1,0,1810,2005,2,74887.96,3,1,0
1,1,0,0,301,1977,1,118724.38,1,1,0
1,3,0,1,1373,1919,3,37811.56,3,1,0
2,3,0,0,2984,2004,4,105433.14,3,1,0
1,1,0,0,777,1885,2,48948.28,3,1,0
1,0,1,0,2215,2009,3,60777.6,3,1,1
1,3,0,0,3899,1995,3,108398.51,3,0,0
1,0,1,1,1083,1989,2,41013.1,3,1,0
1,2,0,0,3272,1997,2,177954.61,3,1,1
1,3,0,0,5280,1984,3,71470.16,3,0,0
2,3,0,0,2324,2006,3,49993.47,3,1,0
1,3,1,1,1436,1908,3,194839.19,3,1,0
3,2,1,0,3299,2001,4,23827.69,3,1,1
1,0,1,0,452,2013,3,59928.96,3,1,1
2,0,0,0,1605,1994,4,133294.13,3,1,1
1,0,1,1,1217,1938,3,209759.28,3,1,0
1,0,0,0,3052,1980,1,99019.7,3,1,1
1,3,1,0,3027,2013,4,54712.69,3,1,0
3,0,0,0,1692,1937,2,110.51,0,1,0
1,3,1,0,883,2012,4,234902.2,1,1,0
3,3,1,0,2516,1987,3,179615.71,3,0,1
3,0,0,0,650,2014,2,145452.0,3,0,1
3,3,1,0,2386,1992,3,79372.81,3,1,0
1,0,1,0,3102,2006,3,17928.72,3,1,0
2,3,0,0,2571,1988,4,28337.8,3,1,0
5,1,1,0,5262,1998,2,47138.85,3,1,0
3,3,0,0,1200,2005,3,55417.77,3,0,0
1,0,0,0,788,2007,4,489.9182,0,1,1
1,0,1,0,1396,2006,3,115215.06,3,1,1
1,0,1,1,1363,2012,2,180579.19,3,1,0
1,2,0,0,3348,2001,1,515.4567,0,1,1
2,2,1,0,1419,2009,1,84773.61,3,1,1
3,0,0,1,4474,1995,4,113495.01,3,1,1
1,0,0,0,23239,1953,2,88924.34,3,1,1
2,2,1,0,4777,1977,4,75095.62,3,1,1
1,0,1,0,731,1997,2,141852.44,3,1,0
1,0,1,0,1917,1998,3,96485.36,3,1,0
1,0,1,0,1651,1990,3,43578.8,3,1,0
3,3,1,0,3060,2003,3,3400.65,3,1,0
3,3,1,0,3371,1980,1,27092.11,3,1,0
1,0,0,0,3910,1984,3,249626.02,3,0,0
